air_inflow,air_end_temp,out_pressure,motor_current,motor_rpm,motor_temp,motor_vibe,type,motor_hp,air_flow_pressure,current_by_airflow,temp_diff,current_by_vibration,airflow_per_rotation,efficiency,volumetric_efficiency,fan_laws_6,performance_index,air_to_motor_ratio,air_to_power_ratio,mechanical_efficiency,air_density,air_mass_flow,air_inflow_efficiency1,air_inflow_efficiency2,motor_current_efficiency,label,treshold
1.5,50.04,0.7,22.07,2563.0,66.48,3.22,1,20,1.0499999999999998,14.713333333333333,16.440000000000005,71.06540000000001,0.0005852516582130316,0.014775122633517853,0.18175517335808436,0.7356240713224368,0.0007156422214188852,0.0005852516582130316,0.021107318047882653,37.86863930970626,0.18175517335808436,0.27263276003712655,0.0088034244616882,7.007197793573558,2.6742244506752813,0,0.9999728798866272
1.8,56.63,0.7,26.61,3090.0,72.33,3.52,1,20,1.26,14.783333333333333,15.699999999999996,93.6672,0.0005825242718446602,0.013451880701035155,0.16548984995586935,0.7333404119770651,0.0006546470353607596,0.0005825242718446602,0.019216972430050223,41.56631136619863,0.16548984995586935,0.29788172992056483,0.008053702085506157,7.069869160288074,2.446491615180935,0,0.999971866607666
1.8,56.5,0.7,26.52,3080.0,72.22,3.51,1,20,1.26,14.733333333333333,15.719999999999999,93.08519999999999,0.0005844155844155844,0.013535986386665122,0.16650016650016652,0.7333960546282245,0.0006578691805205562,0.0005844155844155844,0.019337123409521602,41.69083807092858,0.16650016650016652,0.29970029970029977,0.00809215708135675,7.100810202444101,2.4531024531024532,0,0.9999933242797852
1.74,55.24,0.7,25.65,2979.0,71.1,3.46,1,20,1.218,14.741379310344827,15.859999999999992,88.749,0.0005840886203423968,0.013724098299699151,0.16881173998335167,0.7338228125761638,0.0006678675121935171,0.0005840886203423968,0.01960585471385593,40.88408883480378,0.16881173998335167,0.2937324275710319,0.008215029821974638,7.072998219555621,2.488517891133891,0,0.9999946355819702
1.91,58.91,0.7,28.18,3273.0,74.37,3.62,1,20,1.337,14.75392670157068,15.460000000000008,102.0116,0.0005835624809043691,0.013106352610879547,0.1612051052222014,0.7326052243077943,0.0006379588066610725,0.0005835624809043691,0.018723360872685064,42.89709209540876,0.1612051052222014,0.3079017509744047,0.007846745742965833,7.09458530848817,2.3784083063673487,0,0.9999902248382568
1.3,45.81,0.7,19.16,2225.0,62.72,3.04,1,20,0.9099999999999999,14.738461538461538,16.909999999999997,58.2464,0.0005842696629213483,0.015623283155697174,0.192193968066233,0.7371286973432452,0.0007572509692812406,0.0005842696629213483,0.022318975936710252,34.76180502142621,0.192193968066233,0.24985215848610293,0.009315523962393947,6.818105531686359,2.83264340626848,0,0.9999959468841553
1.35,46.98,0.7,19.96,2318.0,63.76,3.09,1,20,0.945,14.785185185185185,16.78,61.6764,0.0005823986194995686,0.015321905947817965,0.18847851763740087,0.7367085442840177,0.0007425453164798858,0.0005823986194995686,0.02188843706831138,35.51617798704204,0.18847851763740087,0.2544459988104912,0.009134231798926735,6.852151880230477,2.786689786698164,0,0.9999837279319763
1.13,42.14,0.7,16.63,1931.0,59.46,2.87,1,20,0.7909999999999999,14.716814159292037,17.32,47.7281,0.000585189021232522,0.016573046067201502,0.20389861366986828,0.7384717903154153,0.0007999435286388884,0.000585189021232522,0.023675780096002144,32.0025519557661,0.20389861366986828,0.23040543344695114,0.00984172588685708,6.621732643735547,3.0007380047167342,0,0.9999686479568481
1.09,41.35,0.7,16.09,1868.0,58.76,2.84,1,20,0.763,14.761467889908255,17.409999999999997,45.6956,0.0005835117773019272,0.01669745008272131,0.20546189341617158,0.7387688881819626,0.0008070244764283276,0.0005835117773019272,0.023853500118173304,31.190836754523414,0.20546189341617158,0.22395346382362705,0.009930425073211832,6.531702125619614,3.032919142262569,0,0.9999875426292419
2.03,61.59,0.7,30.03,3487.0,76.74,3.74,1,20,1.4209999999999998,14.793103448275865,15.149999999999991,112.3122,0.00058216231717809,0.0126522319035688,0.1556583735770294,0.7316955079350846,0.0006166190685346275,0.00058216231717809,0.018074617005098288,44.1183326477444,0.1556583735770294,0.31598649836136966,0.007586165196482801,7.072983433191316,2.3026704229153663,0,0.999955952167511
1.32,46.33,0.7,19.51,2266.0,63.18,3.06,1,20,0.9239999999999999,14.780303030303031,16.85,59.70060000000001,0.0005825242718446602,0.015477231384609196,0.19036740909956215,0.736936711239157,0.0007496094972602746,0.0005825242718446602,0.022110330549441712,35.071406317524435,0.19036740909956215,0.2512849800114221,0.009220073944993041,6.827675672991576,2.8136879935851953,0,0.9999901056289673
1.34,46.69,0.7,19.76,2295.0,63.5,3.08,1,20,0.938,14.746268656716419,16.810000000000002,60.860800000000005,0.0005838779956427015,0.01541221935958778,0.1895707778060719,0.7368075322969125,0.0007475533169689821,0.0005838779956427015,0.022017456227982544,35.371043430253955,0.1895707778060719,0.2540248422601364,0.009194929065239393,6.851416300235198,2.795461618991031,0,0.9999956488609314
1.04,40.2,0.7,15.29,1776.0,57.73,2.79,1,20,0.728,14.701923076923075,17.529999999999994,42.659099999999995,0.0005855855855855856,0.017065526464458934,0.2098873066615002,0.7391794380587484,0.0008247500231394496,0.0005855855855855856,0.02437932352065562,30.308375000879064,0.2098873066615002,0.21828279892796024,0.01014352304842518,6.456952306094308,3.08574703735994,0,0.9999510645866394
1.66,53.54,0.7,24.48,2843.0,69.59,3.38,1,20,1.162,14.74698795180723,16.050000000000004,82.7424,0.0005838902567710166,0.01404358587616506,0.17274859667781553,0.7344061983217982,0.0006820997307290976,0.0005838902567710166,0.020062265537378658,39.92591464593727,0.17274859667781553,0.2867626704851738,0.00839043334920271,7.057397044906303,2.5475214738993524,0,0.9999953508377075
1.47,49.55,0.7,21.73,2524.0,66.04,3.2,1,20,1.029,14.782312925170068,16.49000000000001,69.536,0.0005824088748019017,0.014798090197883109,0.18200277337559428,0.7357866997364749,0.0007170485862087514,0.0005824088748019017,0.021140128854118728,37.35037965945697,0.18200277337559428,0.2675440768621236,0.008819032023045152,6.956011508176861,2.690421949286846,0,0.999983549118042
1.45,49.08,0.7,21.41,2486.0,65.62,3.18,1,20,1.015,14.76551724137931,16.540000000000006,68.08380000000001,0.000583266291230893,0.014908098549140908,0.1834170727141173,0.7359475906607055,0.0007224589056121318,0.000583266291230893,0.02129728364162987,37.0615329931643,0.1834170727141173,0.2659547554354701,0.008888544517386361,6.948717506359274,2.7082479495236216,0,0.9999898672103882
1.99,60.71,0.7,29.42,3417.0,75.97,3.7,1,20,1.393,14.78391959798995,15.259999999999998,108.85400000000001,0.0005823822066139888,0.012796957392470647,0.15740059638215914,0.7320098288933505,0.0006232557898136291,0.0005823822066139888,0.018281367703529495,43.72720341007221,0.15740059638215914,0.3132271868004967,0.0076659498040540855,7.079608237960218,2.3269977615895088,0,0.9999629259109497
1.64,53.09,0.7,24.17,2807.0,69.19,3.36,1,20,1.148,14.737804878048783,16.099999999999994,81.2112,0.0005842536515853223,0.014135981243966348,0.17388501535277454,0.7345610107638995,0.0006864705445834214,0.0005842536515853223,0.020194258919951927,39.67969935181354,0.17388501535277454,0.2851714251785502,0.00844419210269291,7.0544188191247015,2.562683427485708,0,0.9999949336051941
1.32,46.35,0.7,19.53,2268.0,63.2,3.06,1,20,0.9239999999999999,14.795454545454545,16.85,59.76180000000001,0.0005820105820105821,0.0154613816852906,0.19019953660476535,0.7369343979959291,0.0007486048727371715,0.0005820105820105821,0.022087688121843717,35.066413662239086,0.19019953660476535,0.2510633883182903,0.009209028196369968,6.825515016133035,2.8140885984023236,0,0.9999799728393555
1.87,58.04,0.7,27.58,3203.0,73.59,3.58,1,20,1.309,14.748663101604276,15.550000000000004,98.73639999999999,0.0005838276615672808,0.01325752204860619,0.16308035239309515,0.7328812228129531,0.0006449507940482422,0.0005838276615672808,0.018939317212294558,42.46384312168562,0.16308035239309515,0.30496025897508794,0.007933518977677412,7.0980618115923875,2.405217175936665,0,0.9999958276748657
1.36,47.06,0.7,20.02,2325.0,63.83,3.09,1,20,0.952,14.720588235294116,16.769999999999996,61.861799999999995,0.0005849462365591398,0.015389141602733837,0.18930298917771515,0.7366774979691307,0.0007449858617021394,0.0005849462365591398,0.021984488003905484,35.779754226356175,0.18930298917771515,0.2574520652816926,0.00916412715900266,6.895338396336954,2.7866513553954833,0,0.9999771118164062
1.38,47.68,0.7,20.44,2374.0,64.38,3.12,1,20,0.9659999999999999,14.811594202898553,16.699999999999996,63.772800000000004,0.0005812973883740521,0.015147523709167542,0.18631326550450392,0.736453785705376,0.0007340831620472621,0.0005812973883740521,0.02163931958452506,35.96022128556374,0.18631326550450392,0.2571123063962154,0.009029161049612492,6.870265490955147,2.759596483269609,0,0.9999566078186035
1.48,49.69,0.7,21.83,2535.0,66.17,3.21,1,20,1.036,14.749999999999998,16.480000000000004,70.0743,0.0005838264299802762,0.014784307513596285,0.18187739251722,0.735749480925966,0.0007172076034251786,0.0005838264299802762,0.02112043930513755,37.478219546966585,0.18187739251722,0.2691785409254856,0.00882312875895838,6.967797945158721,2.6826915396289945,0,0.9999918341636658
0.87,36.6,0.7,12.81,1488.0,54.53,2.63,1,20,0.609,14.724137931034484,17.93,33.6903,0.0005846774193548387,0.018076419622265163,0.2223108058383417,0.7405394056847543,0.0008718317184404433,0.0005846774193548387,0.025823456603235945,26.89771239793056,0.2223108058383417,0.19341040107935728,0.01072212395662642,6.066357584585594,3.2733349687231694,0,0.9999920725822449
1.08,41.18,0.7,15.97,1854.0,58.6,2.83,1,20,0.756,14.787037037037036,17.42,45.195100000000004,0.0005825242718446602,0.016727477093755737,0.20583896531613433,0.7388121459036221,0.0008078286719339374,0.0005825242718446602,0.023896395848222483,31.01274253182314,0.20583896531613433,0.2223060825414251,0.00994068723284403,6.512379551128209,3.0437484037950604,0,0.9999790191650391
0.96,38.61,0.7,14.2,1649.0,56.32,2.72,1,20,0.6719999999999999,14.791666666666666,17.71,38.624,0.0005821710127349908,0.017398508699254345,0.21403346056433487,0.7397837039889604,0.0008402688860435339,0.0005821710127349908,0.02485501242750621,28.69014084507042,0.21403346056433487,0.20547212214176147,0.010336843265891174,6.266711229946524,3.1659116041807867,0,0.9999788999557495
1.77,55.99,0.7,26.17,3039.0,71.77,3.49,1,20,1.2389999999999999,14.785310734463277,15.779999999999994,91.33330000000001,0.0005824284304047384,0.013565698381641742,0.16688493707872162,0.7335754886166752,0.0006596668155486929,0.0005824284304047384,0.01937956911663106,41.22615738180925,0.16688493707872162,0.2953863386293373,0.008115207334606918,7.066508621739374,2.467445651610251,0,0.9999699592590332
0.91,37.44,0.7,13.39,1555.0,55.28,2.66,1,20,0.637,14.714285714285714,17.840000000000003,35.6174,0.000585209003215434,0.01788451711803781,0.22000338466745642,0.7402267749001417,0.0008605791522065952,0.000585209003215434,0.025549310168625446,27.810424118548795,0.22000338466745642,0.20020308004738535,0.010586269956863858,6.1885901439561275,3.237192660106859,0,0.9999691247940063
0.86,36.49,0.7,12.74,1479.0,54.43,2.62,1,20,0.602,14.813953488372093,17.939999999999998,33.378800000000005,0.000581473968897904,0.018035399714789024,0.22193662935034503,0.7405764321949012,0.0008681379249080883,0.000581473968897904,0.025764856735412893,26.674356178172967,0.22193662935034503,0.19086550124129673,0.01068296837953158,6.03057642493405,3.287758904562088,0,0.999970555305481
2.01,61.06,0.7,29.67,3445.0,76.28,3.71,1,20,1.4069999999999998,14.76119402985075,15.219999999999999,110.07570000000001,0.000583454281567489,0.012782112673369324,0.15726530500471406,0.7318924744057952,0.0006216785267199815,0.000583454281567489,0.01826016096195618,44.034378159757324,0.15726530500471406,0.3161032630594752,0.0076488500467683405,7.1025036148563165,2.321423681338242,0,0.999982476234436
2.06,62.09,0.7,30.37,3527.0,77.19,3.76,1,20,1.442,14.742718446601941,15.099999999999994,114.1912,0.000584065778281826,0.01262794330911664,0.1553366431600601,0.7315437643618131,0.0006151194046156051,0.000584065778281826,0.01803991901302377,44.53875605125439,0.1553366431600601,0.3199934849097238,0.007566599019067573,7.097711367088119,2.2900843945490412,0,0.9999685883522034
1.71,54.68,0.7,25.27,2934.0,70.6,3.43,1,20,1.1969999999999998,14.777777777777779,15.919999999999995,86.6761,0.0005828220858895705,0.01381003529231241,0.1699189754780089,0.7340087890625,0.0006709408081109288,0.0005828220858895705,0.019728621846160588,40.518643547644615,0.1699189754780089,0.29056144806739526,0.008255270338379186,7.061505298193741,2.511024859841687,0,0.9999809265136719
1.51,50.41,0.7,22.33,2593.0,66.81,3.24,1,20,1.057,14.788079470198674,16.400000000000006,72.3492,0.0005823370613189357,0.014609698517744494,0.17973366090090603,0.7354967378868928,0.0007085080556427506,0.0005823370613189357,0.020870997882492137,37.882948256511476,0.17973366090090603,0.2713978279603681,0.008716315840726472,6.975742893519673,2.6579156608723387,0,0.999972939491272
1.79,56.44,0.7,26.48,3075.0,72.17,3.51,1,20,1.253,14.793296089385475,15.730000000000004,92.9448,0.0005821138211382113,0.013481119976588253,0.16584439348666993,0.7334233851384168,0.0006556565209619616,0.0005821138211382113,0.01925874282369751,41.45444392800888,0.16584439348666993,0.2968614643411392,0.008065869767745757,7.066253429008036,2.45338521761286,0,0.999958336353302
1.93,59.29,0.7,28.44,3303.0,74.7,3.64,1,20,1.351,14.735751295336788,15.410000000000004,103.5216,0.0005843172873145625,0.01305041653142919,0.1605267272842205,0.7324626079629238,0.0006359239113039123,0.0005843172873145625,0.018643452187755982,43.10552580331061,0.1605267272842205,0.30981658365854553,0.007822185907825468,7.097989025699868,2.3654819295146274,0,0.9999932050704956
1.45,49.08,0.7,21.41,2486.0,65.62,3.18,1,20,1.015,14.76551724137931,16.540000000000006,68.08380000000001,0.000583266291230893,0.014908098549140908,0.1834170727141173,0.7359475906607055,0.0007224589056121318,0.000583266291230893,0.02129728364162987,37.0615329931643,0.1834170727141173,0.2659547554354701,0.008888544517386361,6.948717506359274,2.7082479495236216,0,0.9999898672103882
1.33,46.6,0.7,19.7,2288.0,63.42,3.07,1,20,0.9309999999999999,14.812030075187968,16.82,60.47899999999999,0.0005812937062937063,0.01539377304518924,0.18934648413475777,0.736839799749687,0.0007451731827299111,0.0005812937062937063,0.021991104350270345,35.22095272739298,0.18934648413475777,0.25183082389922784,0.009165779033328702,6.831043136239763,2.804605817635134,0,0.9999644160270691
1.2,43.79,0.7,17.76,2063.0,60.92,2.95,1,20,0.84,14.800000000000002,17.130000000000003,52.39200000000001,0.00058167716917111,0.016032982134677045,0.19717870141393556,0.7378515735976514,0.0007763837376444073,0.00058167716917111,0.02290426019239578,33.07604214383875,0.19717870141393556,0.23661444169672266,0.00954821354515939,6.677276116496209,2.918244780926247,0,0.9999696612358093
2.05,61.84,0.7,30.2,3507.0,76.97,3.75,1,20,1.4349999999999998,14.731707317073171,15.129999999999995,113.25,0.0005845451953236383,0.012671081677704192,0.15587871875297024,0.731630032254211,0.0006173386552084023,0.0005845451953236383,0.018101545253863132,44.4374834437086,0.15587871875297024,0.31955137344358897,0.007594454921705059,7.102334242778571,2.296359661629123,0,0.9999693632125854
1.51,50.35,0.7,22.29,2588.0,66.76,3.24,1,20,1.057,14.76158940397351,16.410000000000004,72.2196,0.0005834621329211747,0.01463591601171981,0.18008090522258477,0.735524972939539,0.0007103110826538673,0.0005834621329211747,0.020908451445314016,37.877750638330866,0.18008090522258477,0.271922166886103,0.008739696418831256,6.98096738639978,2.658280382391665,0,0.9999880790710449
1.85,57.6,0.7,27.28,3168.0,73.2,3.56,1,20,1.295,14.745945945945946,15.600000000000001,97.11680000000001,0.0005839646464646465,0.013334459125506603,0.164035013051867,0.7330308529945553,0.0006485064820601573,0.0005839646464646465,0.019049227322152293,42.24356650960492,0.164035013051867,0.30346477414595396,0.007977659104708285,7.099220236998833,2.4188514357053683,0,0.9999967217445374
0.94,38.04,0.7,13.8,1603.0,55.81,2.69,1,20,0.6579999999999999,14.680851063829788,17.770000000000003,37.122,0.0005864004990642545,0.017725338074457194,0.21799275058150724,0.7399916409465019,0.0008543479559270712,0.0005864004990642545,0.02532191153493885,28.41371693335488,0.21799275058150724,0.2049131855466168,0.010507086526863545,6.2612861347815105,3.2003191042817023,0,0.9999350905418396
1.03,40.04,0.7,15.18,1763.0,57.59,2.78,1,20,0.721,14.737864077669903,17.550000000000004,42.200399999999995,0.0005842314237095859,0.017085146112359124,0.21015518838474315,0.7392441860465117,0.0008247387774328592,0.0005842314237095859,0.024407351589084466,30.12111259608914,0.21015518838474315,0.21645984403628546,0.010144667888688765,6.433471038761976,3.097238601631457,0,0.9999762177467346
0.78,34.66,0.7,11.48,1333.0,52.81,2.54,1,20,0.5459999999999999,14.717948717948717,18.150000000000006,29.159200000000002,0.000585146286571643,0.018724793547148066,0.23037255376836335,0.7412955860365339,0.0009006054839946239,0.000585146286571643,0.026749705067354385,24.96014979834837,0.23037255376836335,0.17969059193932344,0.011080217507510754,5.8149330462645015,3.390611432385655,0,0.9999743103981018
0.98,39.08,0.7,14.52,1686.0,56.73,2.74,1,20,0.6859999999999999,14.816326530612244,17.65,39.784800000000004,0.0005812574139976275,0.017242766081518566,0.21213774233490054,0.7395892078954115,0.0008328076690174666,0.0005812574139976275,0.024632522973597953,29.071303613440307,0.21213774233490054,0.20789498748820254,0.010246032328532127,6.304675367118673,3.1431020599007713,0,0.9999589323997498
1.42,48.48,0.7,20.99,2438.0,65.09,3.15,1,20,0.9939999999999999,14.78169014084507,16.610000000000007,66.1185,0.0005824446267432322,0.01503361389021227,0.18490305610896257,0.7361671021525444,0.0007275446881881802,0.0005824446267432322,0.021476591271731814,36.65195066433751,0.18490305610896257,0.26256233967472686,0.008948296616119712,6.925697507968209,2.7331796814979747,0,0.9999806880950928
0.78,34.78,0.7,11.56,1342.0,52.91,2.55,1,20,0.5459999999999999,14.820512820512821,18.129999999999995,29.477999999999998,0.0005812220566318927,0.018522287807856707,0.2279302182870168,0.7412339983104815,0.0008926825535822075,0.0005812220566318927,0.02646041115408101,24.856910238143698,0.2279302182870168,0.1777855702638731,0.010985107855450628,5.781182251770488,3.3780427223050182,0,0.9999435544013977
1.18,43.36,0.7,17.47,2029.0,60.54,2.93,1,20,0.826,14.805084745762711,17.18,51.1871,0.0005815672745194677,0.01613687823689953,0.19848712440937463,0.7380136553293716,0.0007809886559979457,0.0005815672745194677,0.02305268319557076,32.74172594266915,0.19848712440937463,0.23421480680306206,0.009606330930285229,6.652302203941544,2.9386186978235376,0,0.999965488910675
2.0,60.76,0.7,29.46,3421.0,76.01,3.7,1,20,1.4,14.73,15.250000000000007,109.00200000000001,0.0005846243788365975,0.012843801031173737,0.15800658887475608,0.7319840604026846,0.0006252080491427816,0.0005846243788365975,0.018348287187391055,43.93864332764536,0.15800658887475608,0.31601317774951215,0.00769141400916455,7.111439817662682,2.327437054125157,0,0.9999810457229614
1.87,58.18,0.7,27.68,3214.0,73.71,3.59,1,20,1.309,14.802139037433154,15.529999999999994,99.3712,0.000581829495955196,0.013172830759817733,0.16206949748055602,0.732825049821849,0.0006415745818443314,0.000581829495955196,0.018818329656882477,42.337478062054196,0.16206949748055602,0.30306996028863975,0.007893494721953548,7.066766583943929,2.3989752354341123,0,0.9999406933784485
1.32,46.33,0.7,19.51,2266.0,63.18,3.06,1,20,0.9239999999999999,14.780303030303031,16.85,59.70060000000001,0.0005825242718446602,0.015477231384609196,0.19036740909956215,0.736936711239157,0.0007496094972602746,0.0005825242718446602,0.022110330549441712,35.071406317524435,0.19036740909956215,0.2512849800114221,0.009220073944993041,6.827675672991576,2.8136879935851953,0,0.9999901056289673
0.88,36.75,0.7,12.92,1500.0,54.67,2.63,1,20,0.616,14.681818181818182,17.92,33.9796,0.0005866666666666667,0.018128524173327526,0.22306717363751585,0.7404971751412429,0.0008721056992107443,0.0005866666666666667,0.025897891676182182,27.19278625999129,0.22306717363751585,0.19629911280101395,0.01073105298457411,6.120372424662041,3.2750316856780737,0,0.9999489784240723
1.73,55.15,0.7,25.59,2972.0,71.02,3.45,1,20,1.2109999999999999,14.791907514450868,15.869999999999997,88.2855,0.000582099596231494,0.013716861772318217,0.16872452064680982,0.7338534206917567,0.000666335864749336,0.000582099596231494,0.019595516817597455,40.76651318732974,0.16872452064680982,0.291893420718981,0.00819627705197823,7.060676927095449,2.4957575048276666,0,0.9999671578407288
1.15,42.65,0.7,16.98,1972.0,59.91,2.9,1,20,0.8049999999999999,14.765217391304349,17.259999999999998,49.242,0.0005831643002028397,0.016347833150562527,0.20109113800097922,0.7382765721527007,0.0007913322673448728,0.0005831643002028397,0.023354047357946467,32.2379269729093,0.20109113800097922,0.23125480870112608,0.009734006012399262,6.619124088431498,2.9691543680492414,0,0.9999871850013733
1.34,46.8,0.7,19.84,2304.0,63.6,3.08,1,20,0.938,14.80597014925373,16.800000000000004,61.1072,0.0005815972222222223,0.015350073313782991,0.18883026695526695,0.7367729831144465,0.0007433683302901196,0.0005815972222222223,0.021928676162547133,35.36656891495601,0.18883026695526695,0.2530325577200577,0.009144610412299092,6.840643633096462,2.7958152958152955,0,0.9999681711196899
1.12,42.1,0.7,16.6,1928.0,59.42,2.87,1,20,0.784,14.821428571428571,17.32,47.642,0.0005809128630705395,0.01645606817513958,0.20240866309078032,0.7384766740717231,0.0007948319700883642,0.0005809128630705395,0.023508668821627977,31.727299441669118,0.20240866309078032,0.22669770266167397,0.009776386116973063,6.5675513705658775,2.999985542238351,0,0.999954342842102
1.4,48.05,0.7,20.7,2404.0,64.71,3.14,1,20,0.9799999999999999,14.785714285714286,16.659999999999997,64.998,0.0005823627287853577,0.015077386996522966,0.18546583719278908,0.7363245600373772,0.0007316179132913325,0.0005823627287853577,0.021539124280747095,36.24603833964121,0.18546583719278908,0.2596521720699047,0.008999578562592456,6.890123205245943,2.7422448784933815,0,0.9999744892120361
0.86,36.35,0.7,12.64,1468.0,54.31,2.62,1,20,0.602,14.697674418604652,17.96,33.116800000000005,0.0005858310626702997,0.018178084839114886,0.2235996422405724,0.7406400517213512,0.0008769394637908489,0.0005858310626702997,0.025968692627306982,26.685428543820656,0.2235996422405724,0.19229569232689228,0.0107867991653526,6.043901211731915,3.2863947417684134,0,0.9999810457229614
1.61,52.49,0.7,23.76,2759.0,68.66,3.33,1,20,1.127,14.75776397515528,16.169999999999995,79.1208,0.0005835447625951433,0.0142440420218198,0.17523866744598895,0.7347752619128082,0.0006908339634817933,0.0005835447625951433,0.020348631459742573,39.29931193820082,0.17523866744598895,0.28213425458804225,0.008499049848458246,7.041705264833724,2.5861308934886322,0,0.999993085861206
1.41,48.23,0.7,20.82,2418.0,64.87,3.14,1,20,0.9869999999999999,14.765957446808512,16.640000000000008,65.37480000000001,0.0005831265508684864,0.015097560527909833,0.1857090926332759,0.7362606232294616,0.0007307898883557403,0.0005831265508684864,0.021567943611299763,36.50590135648598,0.1857090926332759,0.261849820612919,0.008989156017704428,6.9222226913405445,2.7421725593083717,0,0.9999861717224121
1.27,45.16,0.7,18.71,2173.0,62.14,3.01,1,20,0.8889999999999999,14.73228346456693,16.980000000000004,56.317099999999996,0.0005844454670961804,0.015785613960946143,0.19416792926783405,0.7373585617299472,0.0007646394918321191,0.0005844454670961804,0.02255087708706592,34.30213913713597,0.19416792926783405,0.24659327017014926,0.009405302013134541,6.7899406227712165,2.860536973701713,0,0.9999926686286926
0.99,39.3,0.7,14.67,1704.0,56.93,2.75,1,20,0.693,14.818181818181818,17.630000000000003,40.3425,0.0005809859154929577,0.017177914110429446,0.2112676056338028,0.7395164905539545,0.0008297780397625326,0.0005809859154929577,0.024539877300613498,29.271165644171774,0.2112676056338028,0.2091549295774648,0.010205268144966763,6.3235552432812225,3.1306017925736236,0,0.9999581575393677
1.76,55.81,0.7,26.05,3025.0,71.61,3.48,1,20,1.232,14.801136363636363,15.799999999999997,90.654,0.0005818181818181818,0.013590133915767645,0.1671891327063741,0.7336364465800919,0.0006604338224671331,0.0005818181818181818,0.019414477022525207,41.11015509519712,0.1671891327063741,0.2942528735632184,0.008124817508981733,7.06252096685912,2.4745891517051395,0,0.9999533891677856
0.97,38.79,0.7,14.32,1663.0,56.48,2.72,1,20,0.6789999999999999,14.762886597938145,17.689999999999998,38.9504,0.0005832832230907997,0.01743242688136707,0.21444236143044107,0.7397158343757015,0.0008395219744567711,0.0005832832230907997,0.02490346697338153,28.990125903713437,0.21444236143044107,0.20800909058752784,0.010327252533477334,6.314051824695884,3.1657882635916663,0,0.9999828338623047
1.95,59.88,0.7,28.85,3350.0,75.22,3.66,1,20,1.365,14.794871794871796,15.339999999999996,105.59100000000001,0.0005820895522388059,0.01292723811688496,0.1590408612674333,0.7322578707041576,0.0006290041412895368,0.0005820895522388059,0.01846748302412137,43.30624769156462,0.1590408612674333,0.31012967947149495,0.007738494446142063,7.083048195239319,2.3529891525976674,0,0.9999659657478333
0.83,35.7,0.7,12.19,1416.0,53.73,2.59,1,20,0.581,14.686746987951807,18.029999999999994,31.572099999999995,0.0005861581920903955,0.018402323570494202,0.226315904282006,0.7408843537414965,0.0008870652902955516,0.0005861581920903955,0.026289033672134577,26.05769017581979,0.226315904282006,0.18784220055406495,0.01090932797488173,5.964327572367774,3.323844425539341,0,0.9999722242355347
1.01,39.73,0.7,14.97,1738.0,57.31,2.77,1,20,0.707,14.821782178217822,17.580000000000005,41.4669,0.0005811277330264672,0.01704974328922586,0.20979340542471742,0.7393502382246665,0.0008240758839845688,0.0005811277330264672,0.02435677612746552,29.632453836674546,0.20979340542471742,0.2118913394789646,0.010140075606813247,6.362256824780298,3.1095121576317024,0,0.9999531507492065
1.43,48.54,0.7,21.04,2443.0,65.14,3.16,1,20,1.001,14.713286713286713,16.6,66.4864,0.000585345886205485,0.015055710641574816,0.18523603993844465,0.7361385830689804,0.0007303660673530308,0.000585345886205485,0.021508158059392594,36.78110109736728,0.18523603993844465,0.2648875371119758,0.008985966935914722,6.947062412797363,2.7254309652481643,0,0.9999650716781616
1.27,45.26,0.7,18.78,2181.0,62.23,3.01,1,20,0.8889999999999999,14.78740157480315,16.97,56.5278,0.0005823016964695094,0.0157267751442653,0.19345571311279383,0.7373248287563627,0.000760687661646128,0.0005823016964695094,0.022466821634664715,34.300096589642614,0.19345571311279383,0.24568875565324816,0.009357250465523211,6.780120686148215,2.860707316738794,0,0.9999884366989136
1.16,42.81,0.7,17.09,1985.0,60.06,2.9,1,20,0.8119999999999999,14.732758620689657,17.25,49.561,0.0005843828715365239,0.016383850204798125,0.20151133501259444,0.738235014724043,0.0007910949982336757,0.0005843828715365239,0.023405500292568753,32.52194265652428,0.20151133501259444,0.23375314861460952,0.009729984541067663,6.66000666000666,2.968817858073482,0,0.9999861717224121
1.6,52.25,0.7,23.59,2740.0,68.44,3.32,1,20,1.1199999999999999,14.743749999999999,16.189999999999998,78.3188,0.0005839416058394161,0.014300525544313753,0.17588602585524582,0.7348439661798616,0.0006937133957791008,0.0005839416058394161,0.020429322206162507,39.18343999141968,0.17588602585524582,0.2814176413683933,0.008532168407940037,7.041608866793886,2.5932195937032803,0,0.9999945163726807
0.87,36.66,0.7,12.86,1493.0,54.59,2.63,1,20,0.609,14.781609195402298,17.930000000000007,33.821799999999996,0.0005827193569993302,0.018006138052971753,0.22156629543700768,0.7405315507330622,0.0008674875083223247,0.0005827193569993302,0.02572305436138822,26.883164113086828,0.22156629543700768,0.19276267703019667,0.01067447072722715,6.059690036406897,3.275106390022895,0,0.9999904632568359
0.95,38.41,0.7,14.06,1633.0,56.14,2.71,1,20,0.6649999999999999,14.8,17.730000000000004,38.1026,0.0005817513778322106,0.017452877231475015,0.21466840510413673,0.739854211489676,0.0008424883736604434,0.0005817513778322106,0.024932681759250022,28.5005485189987,0.21466840510413673,0.20393498484892988,0.010362511183331148,6.244273344051573,3.1770923955412242,0,0.9999743700027466
